,bt__creatinine,bt__sodium,bt__potassium,bt__urea
0,0.06597264836605134,-0.029623573975241832,0.030742968785100966,0.07739258995741703
1,0.06383150883238932,-0.013860922438485097,-0.003171735370567086,0.09893576314277747
2,0.07933651386061508,0.018938101529209814,0.016757108647524457,0.10867804915255862
3,0.06295146108002299,-0.0018955876604488506,-0.0393993735858867,0.10881000663602143
4,0.05308945884006434,-0.011470983965933554,-0.00564679357502487,0.06341162358856767
5,0.037959541806162324,0.009577951877729519,0.012166708772982772,0.08732750128247908
6,0.05941914446705265,0.008722531155093756,-0.018657858530098555,0.050788280639001995
7,0.07691490956563823,-0.013365116692713192,-0.005387694989643352,0.08414387977798302
8,0.07610819605794408,0.006609919243009357,-0.0004507087730518503,0.10252843798486533
9,0.07725086242892287,0.002673386571322588,-0.015015806019729733,0.08207285401416463
10,0.0735328676176958,0.010295662227724395,-0.008284595032740115,0.06413071315903762
11,0.06520250989937385,0.004325105391625987,-0.012617009136069175,0.07840406449179206
12,0.04410392044095393,-0.009548320114126105,0.0074466074324549035,0.08268084349473577
13,0.08672188317222669,-0.022777852461289883,-0.01587995384421359,0.08167257178839117
14,0.050781317766200276,5.8888528869992965e-06,0.00781298092935985,0.05023206246389097
15,0.06192859525151995,-0.02164913926870073,0.006996212057948679,0.0976591907721345
16,0.0485253816972126,-0.01695501654152534,-0.029258149812929606,0.08721401145933985
17,0.047164254605555046,0.015371377535000449,0.006281403932987883,0.07764142194678596
18,0.046027427345167043,-0.010667180225680726,0.00807795054048861,0.07324027917041039
19,0.05893038073861779,0.003457760816246816,-0.018069781744371457,0.10182404653508498
20,0.04832643421739654,0.010763906149589369,-0.0012195410540544378,0.11020894204294406
21,0.0550532160972513,-0.03279680050110553,0.008900588846066716,0.06638450114125648
22,0.06007798859097881,0.013881555649385474,0.007864298519835765,0.10916749611458365
23,0.06563123120735036,-0.0064078793500927204,-0.027670256387290287,0.0896235014130863
24,0.06315457628632165,0.007981465993895947,0.014503231383853638,0.1081582541281018
25,0.05371517945410392,-0.005469288958251999,0.000873183886309214,0.09012314251950689
26,0.06133013064615134,0.01466840260626143,-0.02184888807673736,0.10149101496785684
27,0.035900850657254006,0.0018539283464223942,-0.0010900757018914482,0.09946556524191208
28,0.050933096667125234,-0.005611052202578565,0.0058217943772435774,0.07058461090756388
29,0.03745083902834495,-0.016665553635897917,0.004381670905650256,0.0772953350959767
30,0.07024361987420276,-0.01267653969906562,0.01616751336904922,0.08762974663181936
31,0.04162726663810767,-0.025588548548288372,-0.0015241512395156097,0.08404677121399093
32,0.07214660955951824,0.003452628055777336,0.0003324923334574102,0.08048486071490044
33,0.0561183651229038,0.012335908750676272,-0.030710530768285657,0.10012845310769936
34,0.04615284792039386,-0.017701681964439137,0.008389860315603435,0.08017213918318397
35,0.030237159031545027,-0.0034430132127027105,0.03960192973595834,0.08841011297557654
36,0.05939050243226465,-0.025987410810002467,0.016147906791214348,0.08901683253860518
37,0.04311858449113312,-0.009980020858197915,0.022733601497345296,0.08166575119950777
38,0.032912214044890496,0.028269977313989867,0.000716216561945136,0.09952027758417832
39,0.05315589104007054,-0.00840106837928219,-0.017406078133590838,0.08870676207744152
40,0.056840862859482894,-0.02410775096401969,-0.0188414929011488,0.0909983923762861
41,0.06517219417130413,-0.0006876823180150842,-0.010736190694035318,0.10775655885370457
42,0.043179033010868485,-0.01033823232413861,0.015663331881731545,0.09422523446164367
43,0.06148482022518212,-0.0016878227382060664,0.0041219376874016694,0.09035054417040522
44,0.050483140613661395,0.007070947923201152,6.828356114559867e-05,0.10888823171452319
45,0.06802850426088804,0.013467680414169781,0.012164705245643202,0.10739065436735001
46,0.06142108636349931,0.0009475868825118078,0.0037834249008107017,0.0953418735655498
47,0.06591995292363446,-0.013728927742751907,0.009809611061820829,0.09492495426308326
48,0.04456889806215045,-0.00434816734147859,-0.004583826726844402,0.09714404286301091
49,0.03977611319174611,0.02510823999232524,0.003979378484799827,0.0797057907903477
