,bt__creatinine,bt__sodium,bt__potassium,bt__urea
0,0.035409384007276924,0.11609640501133409,0.18398812947652382,0.0887995256403682
1,0.04329609168714432,0.12969787288719445,0.14727496309270596,0.0977014879019225
2,0.05672876455681867,0.11718424410999675,0.1418563084817835,0.10519874757733505
3,0.03389500556162655,0.10124833220409574,0.14858257671519412,0.10254067057319018
4,0.04596966205091692,0.10076456283604415,0.1579797784076671,0.10459819173374828
5,0.05104178045417596,0.12455612556053412,0.17193399422731948,0.09330665424018088
6,0.024377977530944412,0.12272816221944573,0.1590560026801182,0.10110299255729384
7,0.06152760738366813,0.11876239080066105,0.1646896313256139,0.10107419218944741
8,0.047014296758033834,0.10350457698163516,0.13874127444981124,0.08421683184474907
9,0.04253630006854195,0.1381141576902763,0.1619949078172349,0.11032881093588309
10,0.05472510693011647,0.11871912055762555,0.16304858157108193,0.08025849748862175
11,0.03938428283031684,0.11272222571265722,0.16322992839283595,0.10462335675759592
12,0.042736888855055874,0.1102079992173173,0.14106654952868708,0.0795066643257526
13,0.048788750621570696,0.13900280611026852,0.15886262741327345,0.10516099404999023
14,0.05703969192162168,0.10998280076887622,0.14278059765977144,0.07488263957906564
15,0.05601396056257925,0.10269737170329923,0.16558208434041954,0.08250411843698807
16,0.0523327248765846,0.11324423818885339,0.1720182482652167,0.10581974594617573
17,0.06105653426435042,0.10465875448478563,0.14831414937641205,0.10535594689898142
18,0.05860078266677591,0.09379711316339806,0.14914782786563316,0.05214905251075568
19,0.061204058494571,0.10686216148412038,0.1457983335431647,0.11441354457511611
20,0.0592343176141783,0.1402080675472939,0.14343834840771158,0.10299016108313644
21,0.044582713500585146,0.10014061705678158,0.15483968377535734,0.11759994679297052
22,0.033194985163572804,0.10629494731187203,0.16892056080769163,0.10604863231997401
23,0.03751651186429615,0.1305021787468643,0.16280719672445015,0.11869694727863399
24,0.05116779632071277,0.10521219942545193,0.15370948219938702,0.0852388359463425
25,0.06356946785535558,0.10395203981201322,0.16932609789621042,0.10336010900058781
26,0.06338866094864748,0.09812667150566798,0.14846310139122845,0.11938615116930396
27,0.06187454843156802,0.11248106087292534,0.1522181081095292,0.09734932068682271
28,0.03873821779624244,0.11079844533432734,0.15436433771283353,0.11837306097001345
29,0.08298306330485893,0.1236498172224448,0.1552937873914547,0.08453564582721383
30,0.05339625978053129,0.0907056450455829,0.16627156554075304,0.10606958944858667
31,0.05374669333585121,0.1094674733220553,0.16656374059019294,0.1317135471165311
32,0.025436206701261503,0.12827648337337308,0.11391993022493654,0.0905027525757339
33,0.06414965646516352,0.10848427918204573,0.15743254976876658,0.12252490251164837
34,0.033260912080157405,0.11554393521333839,0.13177466532863955,0.11330254135599416
35,0.03711280492699605,0.11795273583022454,0.16332390313902145,0.09975866805939287
36,0.04446983763276253,0.1289747267672908,0.12929882212170968,0.09949657652238232
37,0.05015081741735326,0.112387403897262,0.1519934600973997,0.10162457256300286
38,0.03919360543922372,0.10303383238487455,0.17736000609485555,0.1074347723446168
39,0.025253520677620243,0.09775810734440182,0.12424024506254336,0.13386132691491745
40,0.0193640209872416,0.11740760485760497,0.1437737077620383,0.11778952835884457
41,0.04892664554651911,0.09626724412651037,0.1620951555838235,0.08800323371908154
42,0.038384609592660636,0.12549419735014739,0.16376426760150345,0.09597680774718219
43,0.06470007875848262,0.12273477577176299,0.1907110055801359,0.10162585276904201
44,0.07187100532453176,0.10959414777646675,0.15129446479975597,0.11542857729495211
45,0.05155782292966022,0.10164905479539386,0.17749837642311023,0.10854262739867171
46,0.04075559271661254,0.11901008447333225,0.15028469118103888,0.09936358228765983
47,0.07019116646449952,0.09141620829913223,0.17694816350866857,0.09373454163591674
48,0.03679571468428012,0.13877556063309435,0.15102545044783702,0.10165447144906961
49,0.050514590135130134,0.12457821696860463,0.16553042512202565,0.09957366078369809
