,index,adrr,COGI,cv,ea1c,gmi,grade,grade_eugly,grade_hyper,grade_hypo,hbgi,lbgi,hyper_index,hypo_index,igc,iqr,j_index,m_value,MAD,mage,above_140,above_180,below_54,below_70,in_range_63_140,in_range_70_180,range,sd,Min.,1st Qu.,Median,Mean,3rd Qu.,Max.,Conga,GVP,MODD,SD.Roc,CV_Measures_Mean,CV_Measures_SD,AUC,MAG,SdW,SdHHMM,SdWSH,SdDM,SdB,SdBDM,above_200,bt__hba1c,bt__glucose
7,-0.0027969995438804694,0.09149785240676371,-0.05654345722663529,0.12340593723982138,-0.03326532678359079,-0.03326532678359059,-0.08245015976751913,0.11616553122679046,0.1983019477682102,0.2052375725896765,-0.056616969304890595,0.19398513906850662,-0.05521187456131066,0.10075541010701661,0.09313794611846585,0.22078478553671546,0.21569042843930575,0.015168511312255434,0.18475214359714953,-0.007037842234922111,0.19371430266758918,0.02250817552057576,-0.04467797716200089,0.09675439937971266,-0.07336200486006016,0.0707442457884629,0.06647328882760559,0.1446341376573817,0.13252105263135966,0.19740772693983918,0.20388711581156063,0.21321737294468876,0.22433404935637027,0.07194849440467808,0.11807297094005983,-0.06051640035253284,0.1847611875198272,-0.0637935721171401,0.18965900963162544,-0.05621718969159161,0.2127158588714586,0.20336480313826244,0.22559675267703838,0.2941125169491802,0.11122860420341535,-0.0457101843637364,0.12317172227586154,0.17968218244202788,-0.00873132573288953,0.3395760136323528,0.29806215139966935
8,0.0023068949132304937,0.11368784701226137,-0.046330950196306155,0.10800245832372178,-0.04320354322744269,-0.04320354322744264,-0.06353142869960338,0.11479324418331753,0.1929239370703767,0.1981877003169711,-0.03998715711695186,0.18508106544998493,-0.03837941596113596,0.12116864865092741,0.11529864114729745,0.17148575754705664,0.20669045500834887,-0.0038952235041400723,0.15339883088833525,-0.010674120677505415,0.17611625133067718,-0.005272142640482805,-0.05110243043038508,0.12062063146557593,-0.0688480490214486,0.10556486054952346,0.039933045169145906,0.1048788708137913,0.15379799992031132,0.20714722656291806,0.20213401514507773,0.20595490453917956,0.21300726834303513,0.05812576185307636,0.08282526890184519,-0.03667111366167507,0.1358835112229351,-0.03477509181508169,0.16631587311528903,-0.07711809152812256,0.20549737801068302,0.18831621465807077,0.18050317269741534,0.27918124939974553,0.1191701131323347,-0.016286676923586728,0.07036740233350497,0.12033329955737525,0.0025404726546261304,0.33657125407696337,0.30351107545100414
9,-0.014369617918069705,0.10098720935789421,-0.07051617867641727,0.10414109565791414,-0.07778446130355174,-0.07778446130355238,-0.04809087174094519,0.10506911366207998,0.20050758355261658,0.19417875966220086,-0.05913249236532999,0.1735084368013936,-0.05133141996220267,0.09398507672356592,0.08810968286333193,0.19481746051453958,0.21711162599387465,0.03676985087806062,0.16797191492785532,0.0038927990277291442,0.1996293995164181,0.02419156572754566,-0.05282500079959006,0.0844038947859823,-0.0446706395308723,0.06442677116491666,0.06625536998692524,0.1284930409157938,0.14057453277365506,0.1858503743274854,0.18286837303799489,0.19347907432562375,0.2074740144792297,0.08352271743354715,0.12313344439968758,-0.018279967416968728,0.18692864690602726,-0.019871941191009896,0.16812747615215393,-0.02747631047618679,0.19337667771776573,0.1955998319674248,0.21188251163323846,0.2881960095095651,0.13461985602626886,-0.03922484543322256,0.1101981566876098,0.17668614915088549,0.00352427970995126,0.33765840641490275,0.29515074844378414
10,-0.009158226482377565,0.09567021034227903,-0.035807471337392205,0.13002040803634834,-0.03730133141997968,-0.037301331419980044,-0.062037228352741065,0.11441427697926182,0.2077510388884457,0.19106927683343186,-0.03849083232096092,0.18906222658154057,-0.044612482093092314,0.12084951335223401,0.11603821648148838,0.2057571791521453,0.22336546651879766,0.02938192345953515,0.18211670683398082,0.001135314288925807,0.19784847631497707,0.03201324473409602,-0.04845610859712151,0.1306098283887716,-0.056501085406103616,0.12022361924836127,0.06917682416969387,0.15033068098009136,0.13953199639006314,0.1992801131520584,0.1993076994387975,0.20778989504169856,0.21914998873494512,0.08333817650731343,0.1398940369551638,-0.05191387622553023,0.19848252419303242,-0.05431015121682229,0.19216691176830733,-0.036481273693130055,0.20753234030852846,0.19319117637086877,0.22867648630907142,0.29592257492642327,0.11269603986811592,-0.07506074950050484,0.12006358231596381,0.18756598905928065,-0.014350147661088159,0.3111038060736855,0.30306831992563216
11,-0.010021172681624859,0.09320051496472934,-0.04194659307075621,0.1189964093986219,-0.05229969187581053,-0.05229969187581089,-0.03117573587345375,0.12032796607535844,0.20166844155753674,0.1931684949315941,-0.020768344561904684,0.18948791350846714,-0.016926895379936625,0.11135285000066135,0.10616328040523312,0.22034886099167686,0.2307155985113663,0.05501661541335768,0.18084178891630273,-0.0030042623630704914,0.216417659372596,0.05672775019379972,-0.022683010767649284,0.10722346273888217,-0.03840525414821544,0.09204735121571642,0.056935272218967506,0.14452964160956855,0.1580563860873787,0.20517275392498063,0.19976367576406626,0.20921432523976918,0.21933551965634063,0.0792642749989555,0.12602101416613776,-0.04847334681209161,0.19330236646122195,-0.04891898382354493,0.1942347154150662,-0.04412262220251277,0.20812446759101424,0.21712082565524066,0.2320013907205676,0.3011780601767895,0.12764702242357528,-0.025852051202481706,0.1280112076008324,0.18243638402707946,0.04300995958626391,0.3346157457967489,0.30225041324999724
12,0.008212785801633675,0.10534492259863967,-0.04689181440839432,0.13153152663135825,-0.060886345608312874,-0.06088634560831306,-0.031033445933802233,0.11097473763631274,0.19884270398152215,0.19886111603716491,-0.013965455138114044,0.18613864898381932,-0.022327777458912002,0.1037730618092192,0.09527227466153386,0.2184104242870605,0.21868229240191706,0.02290880908725349,0.18031530984121694,0.015773271839923192,0.20593755881936932,0.018398252684495433,-0.04991261200759202,0.10943319078891273,-0.04394209468529817,0.08578392467245918,0.08416585176369444,0.1534893852653424,0.14228574475432001,0.20027378052014416,0.19778442457015052,0.203024725419617,0.21331915723434122,0.08147905996179881,0.12481285588402959,-0.03584041929085911,0.18385874581953238,-0.03484491264890166,0.19534556352762958,-0.042142230410465935,0.20247701252980513,0.20070078217605192,0.23419723156294844,0.2925856388353279,0.12802265830961215,-0.022768568116881136,0.12867634223773522,0.18157420228751506,0.0073810355708632544,0.3246450964121114,0.29918677740976973
13,0.007089372097162498,0.10086474311601042,-0.03624209676342364,0.12297139088902499,-0.04730146676884138,-0.04730146676884134,-0.043501859789916504,0.12457522448449021,0.19849322384215703,0.19404419854311053,-0.034241802876396346,0.18924210553933793,-0.02744777689100319,0.11462877966223094,0.10850078325276244,0.15704689233176566,0.2066556902476922,0.0017856617733894085,0.1446869234658692,0.00457000032140166,0.16865660972980245,-0.006724481794261662,-0.03127156136565348,0.13304258704301195,-0.039570240871854276,0.11974808746379068,0.06744818496953861,0.12617746409225136,0.15516890908008224,0.20561984690685683,0.2008861303999998,0.2052230560442103,0.2109978993444875,0.08059412703686125,0.09396531707791402,-0.02899877025424772,0.13911161372479472,-0.020313620172079702,0.16721944713903933,-0.05619744840940326,0.20524975762132006,0.20574800624286188,0.1982316117448197,0.28425255277572686,0.1327292590693718,-0.019742858942339438,0.07486575885403936,0.12692906279228738,0.007826177497763518,0.3547559013622003,0.3016590654084643
14,-0.020311038686784133,0.11372634433508136,-0.03813854712444383,0.1295441662975412,-0.028429437828428616,-0.02842943782842865,-0.03370199014598348,0.12334827752252966,0.20226281188643008,0.19719537068276732,-0.04206165899617385,0.19061648022142322,-0.0437158470906046,0.12441781354850931,0.11928020004716747,0.2187489269248004,0.2208665997583404,0.049060264915858735,0.19343239604446374,0.010570635600711541,0.1986256878509779,0.015599168385018352,-0.0656910588986516,0.13732415936479597,-0.028925727614378213,0.12797464828120997,0.06642772305497346,0.15196426268495702,0.1544480546777213,0.20162211816161615,0.1985593187345661,0.20626960656368815,0.2157611042901752,0.0798460032330584,0.13166271944068442,-0.03799230446226857,0.19568402070408913,-0.03790789891207959,0.1885102777403342,-0.05188042568023464,0.20575093383377108,0.2014456846449185,0.2191067420531816,0.2972787665247876,0.12387847466204038,-0.025279030014483228,0.13541509840701713,0.18291711848791278,-0.01884852789504979,0.32573269205830174,0.2994501108310537
15,0.0043288969186294525,0.1168249550830986,-0.04739328427581652,0.14468576824021145,-0.04210590584796059,-0.042105905847960284,-0.07563376718425305,0.12913899900820394,0.20366886094193531,0.18213851492850172,-0.04028428177749398,0.18197089561976265,-0.03865968786704714,0.11475510907745241,0.10881876006302585,0.21173884524962155,0.22112208692356514,0.044280802550911096,0.1847731894441701,0.02515283904836202,0.1992793156961874,0.027601986699109703,-0.08590716407527849,0.12159411588033375,-0.08364382022055841,0.10157986409531462,0.08052555665005305,0.16540414601703363,0.16179732396733723,0.19758306895601935,0.19611540414132214,0.20207218587222484,0.21332168321448258,0.0830298516299492,0.15292690770179765,-0.016199403392299378,0.20836699873373557,-0.016746983097380964,0.21002617785621006,-0.02802323506049208,0.20124861065344482,0.20209632082916876,0.24513768173629646,0.30293502405155676,0.12839003064505947,-0.028925019691983044,0.1355435782556894,0.1987328491403505,-0.02363732445193367,0.32726426009633935,0.29803233278270014
16,0.009404420298746075,0.08841437380224515,-0.04616105107373647,0.11263145418316574,-0.025041463069305173,-0.02504146306930533,-0.023885755997203238,0.1139510195017771,0.20012828945702424,0.18895696899932649,-0.041554913559960084,0.19108960282055035,-0.05101867716946115,0.12348954206488374,0.11739189641891508,0.13391649502073782,0.20261231263417342,0.016903741386849556,0.1335279939746662,0.019833436301316492,0.1527892214373843,-0.020669115481236344,-0.019433418001886242,0.13606736655208126,-0.025940829353866064,0.12323866089299762,0.06445569418010226,0.11759615205137627,0.15885783170059847,0.21021673402759372,0.20311221121300888,0.2091428878741119,0.21807561296474112,0.08529204708538964,0.09423720791115495,-0.03875379714904412,0.13108097140604383,-0.0410039475084779,0.15524105763904034,-0.05897794686840665,0.20867998652046563,0.18978724008276862,0.18116417531158902,0.2836931361533256,0.11369285369401777,-0.03938462022947439,0.08275298662362407,0.13067429996737517,-0.03328002028676901,0.3380607527156423,0.3033792930484589
